time,snapshot_id,player_id,server_row,server_col,display_row,display_col
1765406825.139338,126,3,7,2,7,2
1765406825.154970,126,3,7,2,7,2
1765406825.170161,126,3,7,2,7,2
1765406825.187225,127,3,7,2,7,2
1765406825.203260,127,3,7,2,7,2
1765406825.218640,128,3,7,2,7,2
1765406825.235672,128,3,7,2,7,2
1765406825.251757,128,3,7,2,7,2
1765406825.268007,129,3,7,2,7,2
1765406825.285666,129,3,7,2,7,2
1765406825.302997,130,3,7,2,7,2
1765406825.319094,130,3,7,2,7,2
1765406825.335628,130,3,7,2,7,2
1765406825.359715,131,3,7,2,7,2
1765406825.370866,131,3,7,2,7,2
1765406825.385522,132,3,7,2,7,2
1765406825.402068,132,3,7,2,7,2
1765406825.418625,132,3,7,2,7,2
1765406825.435588,133,3,7,2,7,2
1765406825.452221,133,3,7,2,7,2
1765406825.469325,134,3,7,2,7,2
1765406825.485658,134,3,7,2,7,2
1765406825.501919,134,3,7,2,7,2
1765406825.518418,135,3,7,2,7,2
1765406825.535038,135,3,7,2,7,2
1765406825.551298,135,3,7,2,7,2
1765406825.566845,136,3,7,2,7,2
1765406825.583961,136,3,7,2,7,2
1765406825.599830,137,3,7,2,7,2
1765406825.616461,137,3,7,2,7,2
1765406825.633298,137,3,7,2,7,2
1765406825.649163,138,3,7,2,7,2
1765406825.665163,138,3,7,2,7,2
1765406825.681799,139,3,7,2,7,2
1765406825.698580,139,3,7,2,7,2
1765406825.716202,139,3,7,2,7,2
1765406825.733119,140,3,7,2,7,2
1765406825.749441,140,3,7,2,7,2
1765406825.766765,141,3,6,2,6,2
1765406825.783593,141,3,6,2,6,2
1765406825.835702,142,3,6,2,6,2
1765406825.853876,142,3,6,2,6,2
1765406825.870525,142,3,6,2,6,2
1765406825.888550,143,3,6,2,6,2
1765406825.904584,143,3,6,2,6,2
1765406825.921993,143,3,6,2,6,2
1765406825.938886,144,3,6,2,6,2
1765406825.955557,145,3,6,2,6,2
1765406825.972749,145,3,6,2,6,2
1765406825.989871,145,3,6,2,6,2
1765406826.005865,146,3,6,2,6,2
1765406826.022290,146,3,6,2,6,2
1765406826.038588,146,3,6,2,6,2
1765406826.054887,147,3,6,2,6,2
1765406826.071808,147,3,6,2,6,2
1765406826.089577,148,3,6,2,6,2
1765406826.106646,148,3,6,2,6,2
1765406826.123681,148,3,6,2,6,2
1765406826.140702,149,3,6,2,6,2
1765406826.157654,149,3,6,2,6,2
1765406826.174725,150,3,6,2,6,2
1765406826.191765,150,3,6,2,6,2
1765406826.208941,151,3,6,2,6,2
