timestamp,client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent,bandwidth_per_client_kbps
1765413713.457640,1,111,1,1765413713214,1765413713457,243,0.00,0.0000,0.0,0.00
1765413713.458744,1,112,2,1765413713256,1765413713458,202,0.00,0.0000,0.0,0.00
1765413713.458744,1,113,3,1765413713298,1765413713458,160,0.50,0.0000,0.0,0.00
1765413713.458744,1,114,4,1765413713341,1765413713458,117,0.44,0.0000,0.0,0.00
1765413713.458744,1,115,5,1765413713383,1765413713458,75,0.38,0.0000,0.0,0.00
1765413713.458744,1,116,6,1765413713424,1765413713458,34,0.32,0.0000,0.0,0.00
1765413713.578026,1,117,7,1765413713470,1765413713578,108,33.28,0.0000,0.0,0.00
1765413713.579024,1,118,8,1765413713511,1765413713578,67,29.35,0.0000,0.0,0.00
1765413713.579024,1,119,9,1765413713553,1765413713579,26,26.19,0.0000,0.0,0.00
1765413713.601669,1,120,11,1765413713595,1765413713595,0,23.41,0.0000,0.0,0.00
1765413713.640422,1,121,12,1765413713638,1765413713640,2,25.68,0.0000,0.0,0.00
1765413713.685338,1,122,14,1765413713681,1765413713683,2,26.61,0.0000,0.0,0.00
1765413713.723988,1,123,15,1765413713723,1765413713723,0,26.56,0.0000,0.0,0.00
1765413713.767746,1,124,16,1765413713766,1765413713767,1,26.58,0.0000,0.0,0.00
1765413713.808306,1,125,17,1765413713808,1765413713808,0,26.08,0.0000,0.0,0.00
1765413713.850440,1,126,18,1765413713850,1765413713850,0,25.55,0.0000,0.0,0.00
1765413713.902804,1,127,19,1765413713893,1765413713902,9,25.56,0.0000,0.0,0.00
1765413713.939035,1,128,20,1765413713938,1765413713938,0,24.51,0.0000,0.0,0.00
1765413713.971913,1,129,21,1765413713971,1765413713971,0,23.38,0.0000,0.0,0.00
1765413714.014266,1,130,22,1765413714014,1765413714014,0,22.79,0.0000,0.0,0.00
1765413714.056640,1,131,23,1765413714056,1765413714056,0,22.16,0.0000,0.0,0.00
1765413714.098580,1,132,24,1765413714098,1765413714098,0,21.54,0.0000,0.0,0.00
1765413714.141242,1,133,25,1765413714141,1765413714141,0,20.98,0.0000,0.0,0.00
1765413714.183871,1,134,26,1765413714183,1765413714183,0,20.39,0.0000,0.0,0.00
1765413714.227229,1,135,27,1765413714227,1765413714227,0,19.89,0.0000,0.0,0.00
1765413714.270208,1,136,28,1765413714270,1765413714270,0,19.37,0.0000,0.0,0.00
1765413714.317575,1,137,29,1765413714312,1765413714317,5,18.98,0.0000,0.0,0.00
1765413714.354296,1,138,30,1765413714354,1765413714354,0,18.37,0.0000,0.0,0.00
1765413714.398692,1,139,31,1765413714396,1765413714398,2,17.96,0.0000,0.0,0.00
1765413714.439464,1,140,32,1765413714439,1765413714439,0,17.50,0.0000,0.0,0.00
1765413714.481530,1,141,33,1765413714481,1765413714481,0,17.08,0.0000,0.0,0.00
1765413714.523462,1,142,34,1765413714523,1765413714523,0,16.68,0.0000,0.0,0.00
1765413714.566984,1,143,35,1765413714565,1765413714566,1,16.31,0.0000,0.0,0.00
1765413714.608377,1,144,36,1765413714608,1765413714608,0,15.93,0.0000,0.0,0.00
1765413714.650805,1,145,38,1765413714647,1765413714649,2,15.56,0.0000,0.0,0.00
1765413714.681396,1,146,39,1765413714679,1765413714681,2,15.24,0.0000,0.0,0.00
1765413714.721527,1,147,40,1765413714721,1765413714721,0,14.90,0.0000,0.0,0.00
1765413714.765802,1,148,42,1765413714764,1765413714765,1,14.62,0.0000,0.0,0.00
1765413714.807164,1,149,43,1765413714807,1765413714807,0,14.33,0.0000,0.0,0.00
1765413714.849625,1,150,44,1765413714849,1765413714849,0,14.05,0.0000,0.0,0.00
1765413714.891802,1,151,45,1765413714891,1765413714891,0,13.78,0.0000,0.0,0.00
1765413714.934288,1,152,46,1765413714934,1765413714934,0,13.53,0.0000,0.0,0.00
1765413714.979430,1,153,47,1765413714976,1765413714979,3,13.32,0.0000,0.0,0.00
1765413715.018800,1,154,48,1765413715018,1765413715018,0,13.04,0.0000,0.0,0.00
1765413715.062051,1,155,49,1765413715060,1765413715062,2,12.83,0.0000,0.0,0.00
1765413715.102118,1,156,50,1765413715102,1765413715102,0,12.58,0.0000,0.0,0.00
1765413715.145939,1,157,51,1765413715143,1765413715144,1,12.37,0.0000,0.0,0.00
1765413715.187109,1,158,52,1765413715187,1765413715187,0,12.17,0.0000,0.0,0.00
1765413715.230654,1,159,53,1765413715229,1765413715230,1,11.97,0.0000,0.0,0.00
1765413715.271343,1,160,54,1765413715271,1765413715271,0,11.77,0.0000,0.0,0.00
1765413715.313929,1,161,55,1765413715313,1765413715313,0,11.58,0.0000,0.0,0.00
1765413715.358278,1,162,56,1765413715358,1765413715358,0,11.42,0.0000,0.0,0.00
1765413715.391187,1,163,57,1765413715390,1765413715390,0,11.36,0.0000,0.0,0.00
1765413715.433095,1,164,58,1765413715432,1765413715432,0,11.19,0.0000,0.0,0.00
1765413715.477499,1,165,59,1765413715474,1765413715477,3,11.05,0.0000,0.0,0.00
1765413715.516279,1,166,60,1765413715516,1765413715516,0,10.86,0.0000,0.0,0.00
1765413715.561365,1,167,61,1765413715558,1765413715561,3,10.73,0.0000,0.0,0.00
1765413715.600893,1,168,62,1765413715600,1765413715600,0,10.55,0.0000,0.0,0.00
1765413715.644249,1,169,64,1765413715643,1765413715644,1,10.42,0.0000,0.0,0.00
1765413715.830032,1,170,65,1765413715817,1765413715828,11,11.48,0.0000,0.0,0.00
1765413715.899805,1,171,66,1765413715895,1765413715899,4,11.61,0.0000,0.0,0.00
1765413715.969602,1,172,67,1765413715941,1765413715969,28,11.09,0.0000,0.0,0.00
1765413715.979656,1,173,68,1765413715974,1765413715979,5,10.89,0.0000,0.0,0.00
1765413716.019018,1,174,70,1765413716017,1765413716018,1,10.34,0.0000,0.0,0.00
1765413716.058707,1,175,71,1765413716058,1765413716058,0,9.88,0.0000,0.0,0.00
1765413716.103640,1,176,72,1765413716101,1765413716102,1,9.48,0.0000,0.0,0.00
1765413716.143678,1,177,73,1765413716143,1765413716143,0,7.74,0.0000,0.0,0.00
1765413716.186208,1,178,74,1765413716186,1765413716186,0,7.27,0.0000,0.0,0.00
1765413716.228675,1,179,75,1765413716228,1765413716228,0,6.92,0.0000,0.0,0.00
1765413716.270937,1,180,76,1765413716270,1765413716270,0,6.77,0.0000,0.0,0.00
1765413716.312862,1,181,77,1765413716312,1765413716312,0,6.77,0.0000,0.0,0.00
1765413716.356342,1,182,78,1765413716356,1765413716356,0,6.77,0.0000,0.0,0.00
